,article_name,article_img,article_base_price,article_SKU,article_big_price,article_big_price_type
0,Le Chat Bébé 1.5 L,https://cdn.carrefour.eu/160_06003222_5410091744472_00.jpeg,"14,05€",Per stuk,"0,47€",/dosis
1,Frosch Ecological Wasmiddel - Sensitief Aloe Vera 1.5 L 30 Wasbeurten,https://cdn.carrefour.eu/160_06350323_4009175952646_00.jpeg,"10,89€",Per stuk,"0,36€",/dosis
2,"Lenor Caresse Sensitive Wasverzachter 45 Wasbeurten, 1.035L",https://cdn.carrefour.eu/160_06788831_8006540524381_00.jpeg,"4,45€",Per stuk,"0,10€",/dosis
